,Player,Nation,Pos,Squad,Comp,Age,MP,G/90,G/Sh,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,Assist,Cross,CrossCompleted,CrossComp%,Tackle_Won,SucDribble,Dribble,DribbleComp%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%
2190,Quini,ESP,DF,Granada,La Liga,32.0,32,0.0,0.0,0,0,0,960,678,70.62,1,46,8,17.39,54,15,29,51.72,11,0,46,14,0,30,36,45.35
2191,Dani Raba,ESP,MFFW,Granada,La Liga,26.0,2,0.0,0.0,0,0,0,5,4,80.0,0,0,0,,0,0,0,,0,0,1,1,0,0,0,
2192,Dani Raba,ESP,MFFW,Villarreal,La Liga,26.0,7,0.0,0.0,0,0,0,44,30,68.18,0,3,0,0.0,1,1,2,50.0,1,0,4,5,0,2,1,66.67
2193,Adrien Rabiot,FRA,MF,Juventus,Serie A,27.0,32,0.0,0.0,0,0,0,1041,861,82.71,2,20,5,25.0,54,25,39,64.1,5,0,48,30,0,54,31,63.58
2194,Uro Ra?i?,SRB,MF,Valencia,La Liga,24.0,28,0.0,0.0,0,0,0,507,381,75.15,0,6,1,16.67,25,10,16,62.5,3,1,35,23,0,34,30,53.14
2195,Nemanja Radoja,SRB,MF,Levante,La Liga,29.0,19,0.0,0.0,0,0,0,480,403,83.96,0,4,2,50.0,14,8,13,61.54,3,0,24,15,0,21,15,58.43
2196,Nemanja Radonji?,SRB,MF,Marseille,Ligue 1,26.0,1,0.0,0.0,0,0,0,10,9,90.0,0,1,0,0.0,0,1,3,33.33,0,0,0,0,0,0,0,
2197,Ivan Radovanovi?,SRB,DFMF,Salernitana,Serie A,33.0,14,0.09,0.06,0,0,1,509,426,83.69,1,1,0,0.0,6,1,1,100.0,4,0,9,9,0,25,11,69.48
2198,Ionu? Radu,ROU,GK,Inter,Serie A,25.0,1,0.0,0.0,0,0,0,23,19,82.61,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2199,?tefan Radu,ROU,DF,Lazio,Serie A,35.0,10,0.0,0.0,0,0,0,325,266,81.85,0,7,0,0.0,5,2,3,66.67,2,0,5,6,0,13,11,54.26
2200,Boris Radunovi?,SRB,GK,Cagliari,Serie A,26.0,3,0.0,0.0,0,0,0,103,58,56.31,0,0,0,,0,0,0,,0,1,0,1,0,0,0,
2201,Sidney Raebiger,GER,MF,RB Leipzig,Bundesliga,17.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2202,Rafinha,BRA,MFFW,Real Sociedad,La Liga,29.0,17,0.09,0.07,0,0,1,678,588,86.73,0,11,2,18.18,27,16,29,55.17,3,0,23,46,0,17,22,43.54
2203,Rafinha,BRA,FWMF,Paris S-G,Ligue 1,29.0,5,0.0,0.0,0,0,0,188,171,90.96,0,0,0,,7,5,9,55.56,0,0,4,9,0,2,1,66.4
2204,Antonio Raillo,ESP,DF,Mallorca,La Liga,30.0,17,0.12,0.22,0,0,2,615,532,86.5,0,1,0,0.0,12,0,0,,8,0,26,14,1,39,37,51.23
2205,Antonio Raimondo,ITA,FW,Bologna,Serie A,18.0,1,0.0,0.0,0,0,0,13,10,76.92,0,0,0,,0,0,3,0.0,0,0,3,0,0,1,4,20.0
2206,Predrag Rajkovi?,SRB,GK,Reims,Ligue 1,26.0,38,0.0,0.0,0,0,0,1258,889,70.67,0,0,0,,0,0,0,,3,0,0,8,0,0,1,0.0
2207,Jesuran Rak Sakyi,ENG,FWMF,Crystal Palace,Premier League,19.0,2,0.0,0.0,0,0,0,30,25,83.33,0,1,0,0.0,0,0,2,0.0,0,0,1,4,0,0,1,0.0
2208,Ivan Rakiti?,CRO,MF,Sevilla,La Liga,34.0,35,0.17,0.1,1,2,4,1656,1399,84.48,6,30,3,10.0,27,7,20,35.0,5,0,42,45,0,36,39,48.06
2209,Diant Ramaj,GER,GK,Eint Frankfurt,Bundesliga,20.0,1,0.0,0.0,0,0,0,40,28,70.0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2210,Jonás Ramalho,ESP,DF,Osasuna,La Liga,28.0,3,0.0,0.0,0,0,0,130,97,74.62,0,3,0,0.0,3,0,2,0.0,0,0,1,0,0,9,5,64.29
2211,Adil Rami,FRA,DF,Troyes,Ligue 1,36.0,17,0.23,0.5,0,0,3,519,440,84.78,0,0,0,,13,4,6,66.67,1,0,8,5,0,24,13,64.91
2212,Sandro Ramírez,ESP,FW,Getafe,La Liga,26.0,29,0.19,0.06,0,0,3,395,288,72.91,0,28,1,3.57,7,19,56,33.93,7,0,32,48,0,17,39,30.35
2213,Guilherme Ramos,POR,DF,Arminia,Bundesliga,24.0,13,0.0,0.0,0,0,0,454,312,68.72,0,6,0,0.0,20,3,7,42.86,1,0,17,6,0,37,27,57.82
2214,Sergio Ramos,ESP,DF,Paris S-G,Ligue 1,36.0,12,0.22,0.17,0,0,2,822,776,94.4,0,0,0,,7,4,4,100.0,3,1,12,4,0,14,9,60.85
2215,Aaron Ramsdale,ENG,GK,Arsenal,Premier League,24.0,34,0.0,0.0,0,0,0,1156,789,68.25,0,0,0,,0,2,2,100.0,1,0,0,7,0,0,1,0.0
2216,Aaron Ramsey,WAL,MF,Juventus,Serie A,31.0,3,0.0,0.0,0,0,0,67,60,89.55,0,0,0,,0,0,0,,0,0,1,1,0,0,0,
2217,Jacob Ramsey,ENG,MF,Aston Villa,Premier League,21.0,34,0.22,0.18,0,0,6,1042,899,86.28,1,16,3,18.75,41,24,40,60.0,6,0,41,52,0,22,35,38.46
2218,Luca Ranieri,ITA,DF,Salernitana,Serie A,23.0,27,0.04,0.11,0,0,1,979,694,70.89,0,43,12,27.91,23,21,37,56.76,9,0,19,10,0,27,26,50.88
2219,Andrea Ranocchia,ITA,DF,Inter,Serie A,34.0,6,0.0,0.0,0,0,0,185,177,95.68,0,1,0,0.0,6,0,0,,1,0,5,2,0,16,6,72.71
2220,Tobias Raschl,GER,MF,Greuther Fürth,Bundesliga,22.0,10,0.0,0.0,0,0,0,265,211,79.62,1,0,0,,9,8,17,47.06,0,0,7,10,0,0,8,0.0
2221,Elba Rashani,KVX,FWMF,Clermont Foot,Ligue 1,29.0,29,0.41,0.27,0,0,8,573,442,77.14,3,29,6,20.69,28,20,37,54.05,3,0,40,30,0,24,45,34.75
2222,Marcus Rashford,ENG,FWMF,Manchester Utd,Premier League,24.0,25,0.29,0.18,0,0,4,423,298,70.45,2,25,3,12.0,6,20,52,38.46,2,0,13,21,0,15,29,33.96
2223,Milot Rashica,KVX,FWMF,Norwich City,Premier League,25.0,31,0.04,0.02,0,0,1,597,376,62.98,2,80,8,10.0,21,24,80,30.0,0,0,28,52,0,17,38,31.08
2224,Giacomo Raspadori,ITA,MFFW,Sassuolo,Serie A,22.0,36,0.33,0.14,0,0,10,1078,846,78.48,4,27,2,7.41,25,27,50,54.0,9,1,29,39,0,8,28,22.03
2225,Raúl,ESP,FW,Betis,La Liga,21.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,100.0
2226,David Raum,GER,DF,Hoffenheim,Bundesliga,24.0,32,0.1,0.12,0,0,3,1991,1477,74.18,11,182,54,29.67,36,31,63,49.21,5,0,29,34,1,35,37,48.51
2227,Nicola Ravaglia,ITA,GK,Sampdoria,Serie A,33.0,1,0.0,0.0,0,0,0,2,1,50.0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2228,David Raya,ESP,GK,Brentford,Premier League,26.0,24,0.0,0.0,0,0,0,1051,706,67.17,0,0,0,,0,0,0,,1,0,1,2,0,0,0,
2229,Ante Rebi?,CRO,FW,Milan,Serie A,28.0,24,0.2,0.07,0,0,2,304,196,64.47,2,33,8,24.24,6,20,33,60.61,2,0,17,9,0,11,25,30.49
2230,Arkadiusz Reca,POL,DF,Spezia,Serie A,26.0,25,0.0,0.0,0,0,0,888,626,70.5,2,36,11,30.56,21,13,24,54.17,3,0,24,14,0,26,31,45.67
2231,Lluís Recasens,ESP,DF,Espanyol,La Liga,20.0,1,0.0,0.0,0,0,0,12,8,66.67,0,0,0,,1,0,0,,0,0,0,0,0,1,0,100.0
2232,Nathan Redmond,ENG,MFFW,Southampton,Premier League,28.0,27,0.05,0.04,0,0,1,725,509,70.21,5,51,14,27.45,13,22,39,56.41,0,0,17,20,0,16,47,25.32
2233,Sergio Reguilón,ESP,DF,Tottenham,Premier League,25.0,25,0.09,0.1,0,0,2,986,743,75.35,3,59,20,33.9,28,18,48,37.5,4,0,25,28,0,31,24,56.37
2234,Manolo Reina,ESP,GK,Mallorca,La Liga,37.0,21,0.0,0.0,0,0,0,640,399,62.34,0,0,0,,0,0,0,,5,1,0,6,1,0,0,
2235,Pepe Reina,ESP,GK,Lazio,Serie A,39.0,15,0.0,0.0,0,0,0,525,428,81.52,1,0,0,,1,0,0,,3,0,1,1,0,0,0,
2236,Jeff Reine-Adélaïde,FRA,MF,Lyon,Ligue 1,24.0,10,0.0,0.0,0,0,0,169,145,85.8,1,0,0,,5,6,11,54.55,0,0,4,4,0,1,2,33.09
2237,Reinier,BRA,FWMF,Dortmund,Bundesliga,20.0,13,0.0,0.0,0,0,0,82,66,80.49,0,1,0,0.0,4,3,3,100.0,0,0,3,2,0,0,6,0.0
2238,Karim Rekik,NED,DF,Sevilla,La Liga,27.0,18,0.0,0.0,0,0,0,756,693,91.67,2,5,1,20.0,13,7,10,70.0,2,0,18,9,0,28,19,59.59
2239,Álex Remiro,ESP,GK,Real Sociedad,La Liga,27.0,35,0.0,0.0,0,0,0,1250,942,75.36,0,0,0,,0,0,0,,1,0,0,4,0,0,0,
2240,Panagiotis Retsos,GRE,DFFW,Leverkusen,Bundesliga,23.0,4,0.0,0.0,0,0,0,11,9,81.82,0,0,0,,0,1,1,100.0,0,0,0,1,0,2,0,100.0
2241,Panagiotis Retsos,GRE,DFMF,Hellas Verona,Serie A,23.0,5,0.0,0.0,0,0,0,22,14,63.64,0,0,0,,0,0,0,,0,0,1,1,0,0,0,
2242,Marco Reus,GER,MFFW,Dortmund,Bundesliga,32.0,29,0.32,0.18,0,0,9,1268,1026,80.91,13,36,2,5.56,27,35,73,47.95,2,0,25,50,0,17,41,29.33
2243,Elvis Rexhbeçaj,GER,MF,Bochum,Bundesliga,24.0,32,0.0,0.0,0,0,0,813,539,66.3,0,29,3,10.34,19,17,41,41.46,5,0,38,65,0,25,51,32.96
2244,Gio Reyna,USA,MF,Dortmund,Bundesliga,19.0,10,0.41,0.18,0,0,2,261,204,78.16,1,6,2,33.33,4,8,15,53.33,0,0,7,11,0,4,8,33.47
2245,Bryan Reynolds,USA,DF,Roma,Serie A,20.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2246,Nico Ribaudo,ESP,MFFW,Espanyol,La Liga,21.0,31,0.16,0.1,0,0,2,434,367,84.56,0,6,1,16.67,15,24,42,57.14,5,1,29,36,0,13,42,23.65
2247,Tiago Ribeiro,POR,FW,Monaco,Ligue 1,20.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2248,Franck Ribéry,FRA,MFFW,Salernitana,Serie A,39.0,23,0.0,0.0,0,0,0,665,516,77.59,2,24,2,8.33,14,24,63,38.1,3,1,32,44,0,5,16,24.06
2249,Samuele Ricci,ITA,MF,Empoli,Serie A,20.0,21,0.06,0.13,0,0,1,921,819,88.93,1,2,0,0.0,30,10,14,71.43,1,1,18,47,0,6,10,37.23
2250,Samuele Ricci,ITA,MF,Torino,Serie A,20.0,12,0.0,0.0,0,0,0,381,349,91.6,0,2,0,0.0,5,4,8,50.0,1,0,14,14,0,1,8,11.5
2251,Declan Rice,ENG,MF,West Ham,Premier League,23.0,36,0.03,0.04,0,0,1,2151,1950,90.66,4,37,10,27.03,53,37,61,60.66,8,0,35,21,0,48,28,63.26
2252,Chris Richards,USA,DF,Hoffenheim,Bundesliga,22.0,19,0.07,0.1,0,0,1,968,839,86.67,1,0,0,,18,2,3,66.67,1,0,13,2,0,69,36,65.75
2253,Chris Richards,USA,DF,Bayern Munich,Bundesliga,22.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2254,Omar Richards,ENG,DF,Bayern Munich,Bundesliga,24.0,12,0.0,0.0,0,0,0,357,314,87.96,0,6,0,0.0,15,12,12,100.0,1,0,15,22,0,3,5,37.42
2255,Taylor Richards,ENG,MFFW,Brighton,Premier League,21.0,2,0.0,0.0,0,0,0,25,21,84.0,0,0,0,,0,0,1,0.0,0,0,2,2,0,0,1,0.0
2256,Richarlison,BRA,FWMF,Everton,Premier League,25.0,30,0.36,0.1,3,3,10,572,353,61.71,5,29,1,3.45,27,33,71,46.48,9,0,40,83,0,57,176,24.49
2257,Marco Richter,GER,FWMF,Hertha BSC,Bundesliga,24.0,30,0.26,0.12,0,0,5,530,352,66.42,1,38,4,10.53,18,15,44,34.09,6,0,34,50,0,11,39,21.97
2258,Diego Rico,ESP,DF,Real Sociedad,La Liga,29.0,21,0.0,0.0,0,0,0,1129,857,75.91,0,41,13,31.71,26,12,32,37.5,4,0,16,19,0,33,14,70.04
2259,Sergio Rico,ESP,GK,Paris S-G,Ligue 1,28.0,1,0.0,0.0,0,0,0,7,6,85.71,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2260,Sergio Rico,ESP,GK,Mallorca,La Liga,28.0,14,0.0,0.0,0,0,0,358,246,68.72,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2261,Jaïro Riedewald,NED,MF,Crystal Palace,Premier League,25.0,3,0.0,0.0,0,0,0,54,45,83.33,0,0,0,,2,0,2,0.0,0,0,1,0,0,0,2,0.0
2262,Manuel Riemann,GER,GK,Bochum,Bundesliga,33.0,31,0.0,0.0,0,1,0,1649,1026,62.22,1,0,0,,0,0,0,,2,0,0,5,0,0,0,
2263,Tomás Rincón,VEN,MFFW,Torino,Serie A,34.0,7,0.0,0.0,0,0,0,94,78,82.98,0,2,0,0.0,1,2,2,100.0,2,0,6,2,0,6,4,60.0
2264,Tomás Rincón,VEN,MF,Sampdoria,Serie A,34.0,17,0.0,0.0,0,0,0,589,499,84.72,0,3,0,0.0,19,10,13,76.92,3,0,28,35,0,16,10,61.5
2265,Luis Rioja,ESP,FWMF,Alavés,La Liga,28.0,37,0.03,0.02,0,0,1,930,560,60.22,3,116,11,9.48,16,65,125,52.0,3,0,20,43,0,25,43,36.73
2266,Renaud Ripart,FRA,FWDF,Troyes,Ligue 1,29.0,28,0.1,0.05,0,0,2,679,486,71.58,2,39,6,15.38,24,22,52,42.31,2,0,30,41,0,46,62,42.61
2267,Mihailo Risti?,SRB,DF,Montpellier,Ligue 1,26.0,29,0.05,0.06,0,0,1,1060,805,75.94,3,49,10,20.41,33,24,39,61.54,3,1,26,30,0,24,18,57.14
2268,Matt Ritchie,SCO,DF,Newcastle Utd,Premier League,32.0,18,0.0,0.0,0,0,0,701,510,72.75,2,45,7,15.56,7,3,5,60.0,5,0,12,11,0,14,21,40.0
2269,Maxence Rivera,FRA,FW,Saint-Étienne,Ligue 1,19.0,1,0.0,0.0,0,0,0,1,0,0.0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2270,Rober,ESP,DF,Levante,La Liga,27.0,27,0.04,0.13,0,0,1,1043,846,81.11,0,4,1,25.0,28,4,5,80.0,5,1,38,13,0,31,36,46.33
2271,Sergi Roberto,ESP,MFDF,Barcelona,La Liga,30.0,9,0.45,0.5,0,0,2,271,244,90.04,1,7,0,0.0,6,5,5,100.0,1,0,2,4,0,2,3,39.82
2272,Connor Roberts,WAL,DF,Burnley,Premier League,26.0,21,0.05,0.17,0,0,1,835,562,67.31,1,28,7,25.0,13,8,14,57.14,2,0,12,31,0,19,17,52.88
2273,Patrick Roberts,ENG,DF,Troyes,Ligue 1,25.0,1,0.0,0.0,0,0,0,5,4,80.0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2274,Tyler Roberts,WAL,MFFW,Leeds United,Premier League,23.0,23,0.09,0.03,0,0,1,300,222,74.0,1,16,3,18.75,7,9,22,40.91,5,0,19,25,0,10,26,27.83
2275,Andrew Robertson,SCO,DF,Liverpool,Premier League,28.0,29,0.11,0.17,0,0,3,2292,1858,81.06,10,89,14,15.73,17,16,32,50.0,5,1,21,11,0,33,13,71.78
2276,Marc Roca,ESP,MF,Bayern Munich,Bundesliga,25.0,9,0.0,0.0,0,0,0,297,257,86.53,0,1,0,0.0,7,3,5,60.0,0,0,16,4,0,1,8,11.21
2277,Rubén Rochina,ESP,MFFW,Granada,La Liga,31.0,15,0.12,0.07,0,0,1,377,258,68.44,3,18,3,16.67,12,8,16,50.0,3,0,13,19,0,10,14,41.52
2278,Cimo Röcker,GER,DF,Hertha BSC,Bundesliga,28.0,1,0.0,0.0,0,0,0,21,13,61.9,0,0,0,,0,0,0,,0,0,0,0,0,2,1,66.67
2279,Enzo Roco,CHI,DF,Elche,La Liga,29.0,30,0.04,0.09,0,0,1,1134,950,83.77,0,0,0,,23,3,8,37.5,10,0,40,11,0,80,36,68.95
2280,Stian Rode Gregersen,NOR,DF,Bordeaux,Ligue 1,27.0,24,0.05,0.17,0,0,1,922,788,85.47,1,5,2,40.0,32,7,12,58.33,7,0,23,23,0,47,30,61.13
2281,Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,31.0,17,0.12,0.17,0,0,1,426,346,81.22,0,3,1,33.33,10,2,4,50.0,1,0,13,10,0,11,14,43.96
2282,Joe Rodon,WAL,DF,Tottenham,Premier League,24.0,3,0.0,0.0,0,0,0,31,28,90.32,0,0,0,,0,0,0,,0,0,0,1,0,4,2,66.67
2283,Rodri,ESP,MF,Manchester City,Premier League,25.0,33,0.22,0.16,0,0,7,2801,2589,92.43,2,8,1,12.5,46,9,18,50.0,5,0,50,37,0,91,33,73.39
2284,Rodrigo,ESP,MFFW,Leeds United,Premier League,31.0,31,0.24,0.1,1,1,6,893,667,74.69,1,28,10,35.71,18,15,40,37.5,9,0,27,32,0,29,50,36.74
2285,Rodrigo,ESP,FW,Betis,La Liga,22.0,21,0.1,0.07,0,0,1,413,340,82.32,2,16,2,12.5,7,14,24,58.33,1,0,3,18,0,2,11,15.15
2286,Gerson Rodrigues,LUX,FW,Troyes,Ligue 1,26.0,12,0.11,0.04,0,0,1,221,167,75.57,1,3,1,33.33,7,13,33,39.39,6,0,29,17,0,14,21,40.05
2287,Kévin Rodrigues,POR,DFFW,Rayo Vallecano,La Liga,28.0,13,0.0,0.0,0,0,0,227,163,71.81,0,7,2,28.57,12,3,7,42.86,0,0,6,8,0,7,10,41.24
2288,Óscar Rodríguez Arnaiz,ESP,FWMF,Sevilla,La Liga,23.0,11,0.0,0.0,0,0,0,212,167,78.77,0,7,2,28.57,9,9,16,56.25,1,0,6,6,0,3,6,33.33
2289,Óscar Rodríguez Arnaiz,ESP,MFFW,Getafe,La Liga,23.0,18,0.0,0.0,0,0,0,423,321,75.89,1,19,1,5.26,12,11,19,57.89,2,0,10,13,0,11,13,45.85
2290,Ángel Rodríguez,ESP,FW,Mallorca,La Liga,35.0,29,0.17,0.1,0,0,3,273,197,72.16,2,8,2,25.0,13,14,27,51.85,4,0,43,28,0,16,49,24.6
2291,Dani Rodríguez,ESP,MFFW,Mallorca,La Liga,33.0,36,0.1,0.07,0,0,3,975,739,75.79,3,31,1,3.23,38,56,96,58.33,7,0,78,78,0,47,68,40.82
2292,Guido Rodríguez,ARG,MF,Betis,La Liga,28.0,32,0.04,0.05,0,0,1,1436,1242,86.49,2,3,2,66.67,57,21,28,75.0,9,1,58,62,0,33,17,66.1
2293,Jay Rodriguez,ENG,FW,Burnley,Premier League,32.0,29,0.13,0.05,0,0,2,318,209,65.72,2,8,1,12.5,10,11,18,61.11,3,0,37,19,0,61,86,41.51
2294,Ricardo Rodríguez,SUI,DF,Torino,Serie A,29.0,34,0.0,0.0,0,0,0,1459,1258,86.22,1,12,2,16.67,24,4,5,80.0,3,0,30,13,0,61,42,59.2
2295,Rodrygo,BRA,FW,Real Madrid,La Liga,21.0,32,0.25,0.11,0,0,4,673,558,82.91,4,24,1,4.17,15,27,63,42.86,4,0,23,30,0,12,31,27.92
2296,Mads Roerslev,DEN,DF,Brentford,Premier League,22.0,21,0.07,0.2,0,0,1,343,230,67.06,1,23,9,39.13,9,3,15,20.0,1,0,20,9,0,16,30,34.83
2297,Marko Rog,CRO,MF,Cagliari,Serie A,26.0,8,0.0,0.0,0,0,0,145,121,83.45,1,1,0,0.0,1,4,9,44.44,0,0,11,14,0,10,3,76.88
2298,Rogério,BRA,DF,Sassuolo,Serie A,24.0,23,0.0,0.0,0,0,0,1139,945,82.97,1,55,16,29.09,13,9,19,47.37,5,0,17,37,0,11,18,37.75
2299,Alessio Romagnoli,ITA,DF,Milan,Serie A,27.0,19,0.06,0.08,0,0,1,977,875,89.56,0,1,0,0.0,14,2,2,100.0,4,1,18,14,0,51,26,66.19
2300,Simone Romagnoli,ITA,DF,Empoli,Serie A,32.0,19,0.12,0.4,0,0,2,773,610,78.91,0,3,0,0.0,14,1,3,33.33,3,0,17,4,1,66,34,66.0
2301,Leonardo Román,ESP,GK,Mallorca,La Liga,21.0,2,0.0,0.0,0,0,0,69,49,71.01,0,0,0,,0,1,1,100.0,0,0,0,0,0,0,0,
2302,Cristian Romero,ARG,DF,Tottenham,Premier League,24.0,22,0.05,0.17,0,0,1,1276,1117,87.54,0,2,0,0.0,45,9,14,64.29,8,0,36,17,0,50,30,62.56
2303,Iván Romero,ESP,FW,Sevilla,La Liga,21.0,5,0.0,0.0,0,0,0,37,30,81.08,0,0,0,,1,1,3,33.33,0,0,4,7,0,0,12,0.0
2304,Luka Romero,ARG,FW,Lazio,Serie A,17.0,8,0.0,0.0,0,0,0,36,34,94.44,0,1,1,100.0,2,2,3,66.67,0,0,2,3,0,0,1,0.0
2305,Sergio Romero,ARG,GK,Venezia,Serie A,35.0,16,0.0,0.0,0,0,0,590,421,71.36,0,0,0,,0,0,0,,2,0,1,1,0,0,0,
2306,Oriol Romeu,ESP,MF,Southampton,Premier League,30.0,36,0.06,0.08,0,0,2,1685,1396,82.85,2,7,2,28.57,54,24,36,66.67,9,0,55,26,0,73,58,55.64
2307,Cristiano Ronaldo,POR,FW,Manchester Utd,Premier League,37.0,30,0.66,0.14,3,3,18,887,718,80.95,3,12,0,0.0,8,19,36,52.78,8,0,16,26,0,48,58,45.36
2308,Cristiano Ronaldo,POR,FW,Juventus,Serie A,37.0,1,0.0,0.0,0,0,0,14,10,71.43,0,0,0,,0,0,0,,1,0,0,1,0,0,0,
2309,Salomón Rondón,VEN,FW,Everton,Premier League,32.0,20,0.11,0.05,0,0,1,191,127,66.49,1,3,0,0.0,2,4,8,50.0,3,1,15,4,0,44,63,41.12
2310,Valentin Rongier,FRA,DFMF,Marseille,Ligue 1,27.0,32,0.0,0.0,0,0,0,1960,1772,90.41,1,15,3,20.0,57,25,41,60.98,3,0,38,32,0,27,27,50.0
2311,Marten de Roon,NED,MFDF,Atalanta,Serie A,31.0,30,0.11,0.14,0,0,3,1676,1444,86.16,0,0,0,,46,4,10,40.0,7,1,54,19,0,61,36,62.97
2312,Unai Ropero,ESP,MF,Alavés,La Liga,20.0,1,0.0,0.0,0,0,0,3,3,100.0,0,0,0,,0,0,0,,0,0,0,1,0,0,0,
2313,Pablo Rosario,NED,MF,Nice,Ligue 1,25.0,36,0.0,0.0,0,0,0,1737,1528,87.97,2,14,4,28.57,43,18,28,64.29,7,0,44,22,0,47,30,61.02
2314,Romario Rösch,GER,MF,Mainz 05,Bundesliga,22.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2315,Danny Rose,ENG,DF,Watford,Premier League,31.0,8,0.0,0.0,0,0,0,329,220,66.87,0,15,1,6.67,15,9,15,60.0,4,0,12,16,0,4,6,40.0
2316,Francesco Rossi,ITA,GK,Atalanta,Serie A,31.0,1,0.0,0.0,0,0,0,16,11,68.75,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2317,Tom Rothe,GER,DF,Dortmund,Bundesliga,17.0,2,1.0,0.5,0,0,1,57,42,73.68,0,5,0,0.0,3,1,4,25.0,1,0,3,2,0,1,0,100.0
2318,Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,29.0,26,0.05,0.08,0,0,1,931,696,74.76,0,41,7,17.07,16,23,49,46.94,5,0,10,25,0,21,13,61.85
2319,Nicolò Rovella,ITA,MF,Genoa,Serie A,20.0,21,0.0,0.0,0,0,0,957,762,79.62,3,29,1,3.45,27,19,29,65.52,5,0,28,30,0,8,22,26.63
2320,Jon Rowe,ENG,FWMF,Norwich City,Premier League,19.0,13,0.0,0.0,0,0,0,70,50,71.43,1,5,0,0.0,3,5,11,45.45,0,0,6,8,0,2,11,15.38
2321,Amir Rrahmani,KVX,DF,Napoli,Serie A,28.0,33,0.12,0.18,0,0,4,2000,1828,91.4,0,2,0,0.0,21,4,5,80.0,5,0,25,25,0,97,41,70.28
2322,Ruan,BRA,DF,Sassuolo,Serie A,22.0,10,0.0,0.0,0,0,0,104,79,75.96,0,0,0,,3,7,8,87.5,1,0,4,10,0,5,8,38.45
2323,Rubén,ESP,DF,Espanyol,La Liga,21.0,4,0.0,0.0,0,0,0,69,45,65.22,1,4,0,0.0,1,3,3,100.0,0,0,5,1,0,6,2,74.95
2324,John Ruddy,ENG,GK,Wolves,Premier League,35.0,2,0.0,0.0,0,0,0,29,19,65.52,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2325,Antonio Rüdiger,GER,DF,Chelsea,Premier League,29.0,34,0.09,0.06,0,0,3,2448,2165,88.44,0,14,4,28.57,28,6,10,60.0,9,0,41,16,0,67,30,69.1
2326,Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,32.0,21,0.35,0.21,0,0,3,416,308,74.04,1,9,2,22.22,13,2,2,100.0,5,0,14,7,0,10,12,45.31
2327,Daniele Rugani,ITA,DF,Juventus,Serie A,27.0,12,0.0,0.0,0,0,0,543,492,90.61,0,0,0,,7,0,0,,2,0,14,1,0,14,13,51.81
2328,Matteo Ruggeri,ITA,DF,Salernitana,Serie A,19.0,14,0.0,0.0,0,0,0,303,208,68.65,0,22,6,27.27,5,2,4,50.0,1,0,2,3,0,10,5,66.5
2329,Mário Rui,POR,DF,Napoli,Serie A,31.0,34,0.0,0.0,0,0,0,2457,2074,84.41,5,51,8,15.69,39,14,22,63.64,7,0,30,65,0,18,37,32.73
2330,Aitor Ruibal,ESP,FWDF,Betis,La Liga,26.0,19,0.0,0.0,0,0,0,340,263,77.35,0,18,2,11.11,15,15,35,42.86,6,0,25,20,0,5,22,18.6
2331,Fabián Ruiz Peña,ESP,MF,Napoli,Serie A,26.0,32,0.26,0.18,0,0,7,2199,1971,89.63,4,15,4,26.67,41,13,17,76.47,2,0,21,24,0,14,17,45.3
2332,Isma Ruiz,ESP,MF,Granada,La Liga,21.0,8,0.0,0.0,0,0,0,124,105,84.68,0,0,0,,1,2,2,100.0,1,0,3,3,0,3,6,33.33
2333,Víctor Ruiz,ESP,DF,Betis,La Liga,33.0,18,0.0,0.0,0,0,0,899,785,87.32,0,0,0,,6,2,2,100.0,2,0,13,2,0,56,25,69.14
2334,Gerónimo Rulli,ARG,GK,Villarreal,La Liga,30.0,32,0.0,0.0,0,0,0,1280,1046,81.72,0,0,0,,0,0,0,,2,0,0,6,0,0,0,
2335,Lukas Rupp,GER,MF,Norwich City,Premier League,31.0,19,0.0,0.0,0,0,0,395,329,83.29,0,4,1,25.0,8,13,18,72.22,0,0,11,11,0,6,8,43.03
